member_name,size_bytes,compressed_size_bytes,crc32,type
NII_Data_sharing_MECFS/CFS_028/DTI_FA.nii.gz,740924,737810,a8b91aa7,file
NII_Data_sharing_MECFS/CFS_028/DTI_MD.nii.gz,726373,723018,630a6e6a,file
NII_Data_sharing_MECFS/CFS_028/DTI_RD.nii.gz,736010,732935,b344d46f,file
NII_Data_sharing_MECFS/CFS_028/NII_AD.nii,3743200,736985,cbda47dd,file
NII_Data_sharing_MECFS/CFS_028/NII_FA.nii,3743200,751368,430b5575,file
NII_Data_sharing_MECFS/CFS_028/NII_FF.nii,3743200,744838,5dbfbcbf,file
NII_Data_sharing_MECFS/CFS_028/NII_HR.nii,3743200,739461,6316481f,file
NII_Data_sharing_MECFS/CFS_028/NII_MD.nii,3743200,745172,f0645c74,file
NII_Data_sharing_MECFS/CFS_028/NII_RD.nii,3743200,752368,9a93436d,file
NII_Data_sharing_MECFS/CFS_028/NII_RF.nii,3743200,743187,ec18cfb3,file
NII_Data_sharing_MECFS/CFS_030/,0,0,00000000,directory
NII_Data_sharing_MECFS/CFS_030/DTI_AD.nii.gz,765839,763379,f763eba6,file
NII_Data_sharing_MECFS/CFS_030/DTI_FA.nii.gz,798387,796108,e0e57ea5,file
NII_Data_sharing_MECFS/CFS_030/DTI_MD.nii.gz,781720,779057,0b028f9a,file
NII_Data_sharing_MECFS/CFS_030/DTI_RD.nii.gz,792064,789715,a5b66381,file
NII_Data_sharing_MECFS/CFS_030/NII_AD.nii,3743200,797529,9370ffba,file
NII_Data_sharing_MECFS/CFS_030/NII_FA.nii,3743200,813810,e4db47fa,file
NII_Data_sharing_MECFS/CFS_030/NII_FF.nii,3743200,807158,48c1d73a,file
NII_Data_sharing_MECFS/CFS_030/NII_HR.nii,3743200,802304,d82de539,file
NII_Data_sharing_MECFS/CFS_030/NII_MD.nii,3743200,806927,d44cc69d,file
NII_Data_sharing_MECFS/CFS_030/NII_RD.nii,3743200,815123,e39208bd,file
NII_Data_sharing_MECFS/CFS_030/NII_RF.nii,3743200,805609,966ff844,file
NII_Data_sharing_MECFS/CFS_033/,0,0,00000000,directory
NII_Data_sharing_MECFS/CFS_033/DTI_AD.nii.gz,641411,638175,cb7881f2,file
NII_Data_sharing_MECFS/CFS_033/DTI_FA.nii.gz,666579,663501,bb4bb22c,file
NII_Data_sharing_MECFS/CFS_033/DTI_MD.nii.gz,652413,649042,004d8c77,file
NII_Data_sharing_MECFS/CFS_033/DTI_RD.nii.gz,662729,659528,90f37caa,file
NII_Data_sharing_MECFS/CFS_033/NII_AD.nii,3743200,661591,0e916905,file
NII_Data_sharing_MECFS/CFS_033/NII_FA.nii,3743200,675449,921578ae,file
NII_Data_sharing_MECFS/CFS_033/NII_FF.nii,3743200,668520,08dbe096,file
NII_Data_sharing_MECFS/CFS_033/NII_HR.nii,3743200,663384,32db56b4,file
NII_Data_sharing_MECFS/CFS_033/NII_MD.nii,3743200,668841,1d04fdfc,file
NII_Data_sharing_MECFS/CFS_033/NII_RD.nii,3743200,675730,8e1a346a,file
NII_Data_sharing_MECFS/CFS_033/NII_RF.nii,3743200,667135,3313d2bc,file
NII_Data_sharing_MECFS/CFS_037/,0,0,00000000,directory
NII_Data_sharing_MECFS/CFS_037/DTI_AD.nii.gz,752300,749336,c514f52d,file
NII_Data_sharing_MECFS/CFS_037/DTI_FA.nii.gz,782306,779485,b01a5210,file
NII_Data_sharing_MECFS/CFS_037/DTI_MD.nii.gz,763919,760802,98856cc3,file
NII_Data_sharing_MECFS/CFS_037/DTI_RD.nii.gz,776762,773976,39a465bb,file
NII_Data_sharing_MECFS/CFS_037/NII_AD.nii,3743200,783397,bdef31e0,file
NII_Data_sharing_MECFS/CFS_037/NII_FA.nii,3743200,797807,777cddb0,file
NII_Data_sharing_MECFS/CFS_037/NII_FF.nii,3743200,792392,f94071d4,file
NII_Data_sharing_MECFS/CFS_037/NII_HR.nii,3743200,787845,87b9add9,file
NII_Data_sharing_MECFS/CFS_037/NII_MD.nii,3743200,792917,a14f1e25,file
NII_Data_sharing_MECFS/CFS_037/NII_RD.nii,3743200,800329,765a1738,file
NII_Data_sharing_MECFS/CFS_037/NII_RF.nii,3743200,790498,df4a9bc5,file
NII_Data_sharing_MECFS/CFS_042/,0,0,00000000,directory
NII_Data_sharing_MECFS/CFS_042/DTI_AD.nii.gz,697944,694942,b2b59f2b,file
NII_Data_sharing_MECFS/CFS_042/DTI_FA.nii.gz,726246,723297,c04de218,file
NII_Data_sharing_MECFS/CFS_042/DTI_MD.nii.gz,708962,705848,151f147b,file
NII_Data_sharing_MECFS/CFS_042/DTI_RD.nii.gz,721435,718573,cffdfaed,file
NII_Data_sharing_MECFS/CFS_042/NII_AD.nii,3743200,721049,f9f55142,file
NII_Data_sharing_MECFS/CFS_042/NII_FA.nii,3743200,736081,c94bd18b,file
NII_Data_sharing_MECFS/CFS_042/NII_FF.nii,3743200,729256,51a97cee,file
NII_Data_sharing_MECFS/CFS_042/NII_HR.nii,3743200,723891,0d1152c6,file
NII_Data_sharing_MECFS/CFS_042/NII_MD.nii,3743200,729491,56c3a49d,file
NII_Data_sharing_MECFS/CFS_042/NII_RD.nii,3743200,737093,12568b03,file
NII_Data_sharing_MECFS/CFS_042/NII_RF.nii,3743200,727404,59b3cf32,file
NII_Data_sharing_MECFS/CFS_044/,0,0,00000000,directory
NII_Data_sharing_MECFS/CFS_044/DTI_AD.nii.gz,712267,709441,cc927a50,file
NII_Data_sharing_MECFS/CFS_044/DTI_FA.nii.gz,740631,737912,79144609,file
NII_Data_sharing_MECFS/CFS_044/DTI_MD.nii.gz,724476,721500,4ada28ca,file
NII_Data_sharing_MECFS/CFS_044/DTI_RD.nii.gz,735965,733246,8a38c348,file
NII_Data_sharing_MECFS/CFS_044/NII_AD.nii,3743200,735056,c2d6b526,file
NII_Data_sharing_MECFS/CFS_044/NII_FA.nii,3743200,750950,c1bb9942,file
NII_Data_sharing_MECFS/CFS_044/NII_FF.nii,3743200,744101,7dba33a1,file
NII_Data_sharing_MECFS/CFS_044/NII_HR.nii,3743200,737402,81a9260a,file
NII_Data_sharing_MECFS/CFS_044/NII_MD.nii,3743200,743581,7c2f48b7,file
NII_Data_sharing_MECFS/CFS_044/NII_RD.nii,3743200,751405,1a9ff0df,file
NII_Data_sharing_MECFS/CFS_044/NII_RF.nii,3743200,741416,d8485cf8,file
NII_Data_sharing_MECFS/CFS_046/,0,0,00000000,directory
NII_Data_sharing_MECFS/CFS_046/DTI_AD.nii.gz,664661,661705,f7ca7c0d,file
NII_Data_sharing_MECFS/CFS_046/DTI_FA.nii.gz,690565,687697,d1bb001f,file
NII_Data_sharing_MECFS/CFS_046/DTI_MD.nii.gz,676477,673366,a4035ebe,file
NII_Data_sharing_MECFS/CFS_046/DTI_RD.nii.gz,686235,683429,c7344076,file
NII_Data_sharing_MECFS/CFS_046/NII_AD.nii,3743200,685828,e4a9cd59,file
NII_Data_sharing_MECFS/CFS_046/NII_FA.nii,3743200,699763,fc46e5a9,file
NII_Data_sharing_MECFS/CFS_046/NII_FF.nii,3743200,693287,f2c3176b,file
NII_Data_sharing_MECFS/CFS_046/NII_HR.nii,3743200,688535,c4b155fc,file
NII_Data_sharing_MECFS/CFS_046/NII_MD.nii,3743200,693984,35a13ac0,file
NII_Data_sharing_MECFS/CFS_046/NII_RD.nii,3743200,701184,bacddd7c,file
NII_Data_sharing_MECFS/CFS_046/NII_RF.nii,3743200,691706,9d318a80,file
NII_Data_sharing_MECFS/CFS_048/,0,0,00000000,directory
NII_Data_sharing_MECFS/CFS_048/DTI_AD.nii.gz,816578,814266,f20670ca,file
NII_Data_sharing_MECFS/CFS_048/DTI_FA.nii.gz,850036,847853,86042a2d,file
NII_Data_sharing_MECFS/CFS_048/DTI_MD.nii.gz,828707,826286,6c979401,file
NII_Data_sharing_MECFS/CFS_048/DTI_RD.nii.gz,843992,841823,5d613c08,file
NII_Data_sharing_MECFS/CFS_048/NII_AD.nii,3743200,850170,4338fbcf,file
NII_Data_sharing_MECFS/CFS_048/NII_FA.nii,3743200,865845,381944bd,file
NII_Data_sharing_MECFS/CFS_048/NII_FF.nii,3743200,859888,f9e23e56,file
NII_Data_sharing_MECFS/CFS_048/NII_HR.nii,3743200,854041,d4fca050,file
NII_Data_sharing_MECFS/CFS_048/NII_MD.nii,3743200,859938,49251dc6,file
NII_Data_sharing_MECFS/CFS_048/NII_RD.nii,3743200,868183,cd49088d,file
NII_Data_sharing_MECFS/CFS_048/NII_RF.nii,3743200,857095,76f1c326,file
NII_Data_sharing_MECFS/CFS_052/,0,0,00000000,directory
NII_Data_sharing_MECFS/CFS_052/DTI_AD.nii.gz,671157,667752,2483ed2e,file
NII_Data_sharing_MECFS/CFS_052/DTI_FA.nii.gz,698644,695417,b43eb70d,file
NII_Data_sharing_MECFS/CFS_052/DTI_MD.nii.gz,682393,678930,40e8d462,file
NII_Data_sharing_MECFS/CFS_052/DTI_RD.nii.gz,693553,690267,99aef434,file
NII_Data_sharing_MECFS/CFS_052/NII_AD.nii,3743200,695846,f820547a,file
NII_Data_sharing_MECFS/CFS_052/NII_FA.nii,3743200,710544,9469e28b,file
NII_Data_sharing_MECFS/CFS_052/NII_FF.nii,3743200,704673,a82cc8e6,file
NII_Data_sharing_MECFS/CFS_052/NII_HR.nii,3743200,698899,937c8f33,file
NII_Data_sharing_MECFS/CFS_052/NII_MD.nii,3743200,704211,98c3daae,file
NII_Data_sharing_MECFS/CFS_052/NII_RD.nii,3743200,711137,4e418eb9,file
NII_Data_sharing_MECFS/CFS_052/NII_RF.nii,3743200,702616,cb017411,file
NII_Data_sharing_MECFS/CFS_063/,0,0,00000000,directory
NII_Data_sharing_MECFS/CFS_063/DTI_AD.nii.gz,725447,722788,a49fa013,file
NII_Data_sharing_MECFS/CFS_063/DTI_FA.nii.gz,754873,752452,dd387bae,file
NII_Data_sharing_MECFS/CFS_063/DTI_MD.nii.gz,739275,736430,1bd4ead9,file
NII_Data_sharing_MECFS/CFS_063/DTI_RD.nii.gz,750350,747693,302d317e,file
NII_Data_sharing_MECFS/CFS_063/NII_AD.nii,3743200,748176,2c454144,file
NII_Data_sharing_MECFS/CFS_063/NII_FA.nii,3743200,764445,39fb7049,file
NII_Data_sharing_MECFS/CFS_063/NII_FF.nii,3743200,756089,d2de7d9a,file
NII_Data_sharing_MECFS/CFS_063/NII_HR.nii,3743200,750481,5294ceae,file
NII_Data_sharing_MECFS/CFS_063/NII_MD.nii,3743200,756291,41d9157d,file
NII_Data_sharing_MECFS/CFS_063/NII_RD.nii,3743200,764407,393c7974,file
NII_Data_sharing_MECFS/CFS_063/NII_RF.nii,3743200,754837,41b35d57,file
NII_Data_sharing_MECFS/CFS_072/,0,0,00000000,directory
NII_Data_sharing_MECFS/CFS_072/DTI_AD.nii.gz,671063,667891,cbc7da07,file
NII_Data_sharing_MECFS/CFS_072/DTI_FA.nii.gz,697843,694988,ec776cfd,file
NII_Data_sharing_MECFS/CFS_072/DTI_MD.nii.gz,680750,677564,efe6675a,file
NII_Data_sharing_MECFS/CFS_072/DTI_RD.nii.gz,693743,690611,60502d62,file
NII_Data_sharing_MECFS/CFS_072/NII_AD.nii,3743200,692754,7fc84bf3,file
