member_name,size_bytes,compressed_size_bytes,crc32,type
DTI_Data_sharing/DTI_Data_sharing_MECFS-GO/CFS_143/DTI_AD.nii.gz,764982,762255,1b210488,file
DTI_Data_sharing/DTI_Data_sharing_MECFS-GO/CFS_143/DTI_FA.nii.gz,794822,792290,33127a37,file
DTI_Data_sharing/DTI_Data_sharing_MECFS-GO/CFS_143/DTI_MD.nii.gz,778622,775759,81c48968,file
DTI_Data_sharing/DTI_Data_sharing_MECFS-GO/CFS_143/DTI_RD.nii.gz,789397,786867,6e1e0170,file
DTI_Data_sharing/DTI_Data_sharing_MECFS-GO/CFS_146/,0,0,00000000,directory
DTI_Data_sharing/DTI_Data_sharing_MECFS-GO/CFS_146/DTI_AD.nii.gz,674184,670702,3ed7bdf0,file
DTI_Data_sharing/DTI_Data_sharing_MECFS-GO/CFS_146/DTI_FA.nii.gz,699934,696628,7555b648,file
DTI_Data_sharing/DTI_Data_sharing_MECFS-GO/CFS_146/DTI_MD.nii.gz,688368,684826,51ae757d,file
DTI_Data_sharing/DTI_Data_sharing_MECFS-GO/CFS_146/DTI_RD.nii.gz,696306,693013,74eb6a68,file
DTI_Data_sharing/DTI_Data_sharing_MECFS-GO/CFS_147/,0,0,00000000,directory
DTI_Data_sharing/DTI_Data_sharing_MECFS-GO/CFS_147/DTI_AD.nii.gz,735200,732444,9f332043,file
DTI_Data_sharing/DTI_Data_sharing_MECFS-GO/CFS_147/DTI_FA.nii.gz,764660,762072,bb323101,file
DTI_Data_sharing/DTI_Data_sharing_MECFS-GO/CFS_147/DTI_MD.nii.gz,748475,745678,8acacb41,file
DTI_Data_sharing/DTI_Data_sharing_MECFS-GO/CFS_147/DTI_RD.nii.gz,759637,757123,c11d0214,file
DTI_Data_sharing/DTI_Data_sharing_MECFS-GO/CFS_152/,0,0,00000000,directory
DTI_Data_sharing/DTI_Data_sharing_MECFS-GO/CFS_152/DTI_AD.nii.gz,799307,796301,cd78315b,file
DTI_Data_sharing/DTI_Data_sharing_MECFS-GO/CFS_152/DTI_FA.nii.gz,832672,829795,2cff4c49,file
DTI_Data_sharing/DTI_Data_sharing_MECFS-GO/CFS_152/DTI_MD.nii.gz,813531,810481,0c0a976c,file
DTI_Data_sharing/DTI_Data_sharing_MECFS-GO/CFS_152/DTI_RD.nii.gz,825211,822356,622783d3,file
DTI_Data_sharing/DTI_Data_sharing_MECFS-GO/CFS_154/,0,0,00000000,directory
DTI_Data_sharing/DTI_Data_sharing_MECFS-GO/CFS_154/DTI_AD.nii.gz,726082,723101,eb0818ac,file
DTI_Data_sharing/DTI_Data_sharing_MECFS-GO/CFS_154/DTI_FA.nii.gz,755018,752187,885e1c91,file
DTI_Data_sharing/DTI_Data_sharing_MECFS-GO/CFS_154/DTI_MD.nii.gz,740868,737826,ba8081e3,file
DTI_Data_sharing/DTI_Data_sharing_MECFS-GO/CFS_154/DTI_RD.nii.gz,750778,747825,22569839,file
DTI_Data_sharing/DTI_Data_sharing_MECFS-GO/CFS_155/,0,0,00000000,directory
DTI_Data_sharing/DTI_Data_sharing_MECFS-GO/CFS_155/DTI_AD.nii.gz,727933,725040,0348b845,file
DTI_Data_sharing/DTI_Data_sharing_MECFS-GO/CFS_155/DTI_FA.nii.gz,757039,754343,c1b43451,file
DTI_Data_sharing/DTI_Data_sharing_MECFS-GO/CFS_155/DTI_MD.nii.gz,742597,739604,f504fda7,file
DTI_Data_sharing/DTI_Data_sharing_MECFS-GO/CFS_155/DTI_RD.nii.gz,752596,749875,fbcd4c65,file
DTI_Data_sharing/DTI_Data_sharing_MECFS-GO/CFS_168/,0,0,00000000,directory
DTI_Data_sharing/DTI_Data_sharing_MECFS-GO/CFS_168/DTI_AD.nii.gz,679777,676213,804b6875,file
DTI_Data_sharing/DTI_Data_sharing_MECFS-GO/CFS_168/DTI_FA.nii.gz,703599,700148,90de8983,file
DTI_Data_sharing/DTI_Data_sharing_MECFS-GO/CFS_168/DTI_MD.nii.gz,693777,690149,d72832f6,file
DTI_Data_sharing/DTI_Data_sharing_MECFS-GO/CFS_168/DTI_RD.nii.gz,702030,698684,97feedb3,file
DTI_Data_sharing/DTI_Data_sharing_MECFS-GO/CFS_174/,0,0,00000000,directory
DTI_Data_sharing/DTI_Data_sharing_MECFS-GO/CFS_174/DTI_AD.nii.gz,679340,676005,e83dcd67,file
DTI_Data_sharing/DTI_Data_sharing_MECFS-GO/CFS_174/DTI_FA.nii.gz,705035,701900,ae4f02c8,file
DTI_Data_sharing/DTI_Data_sharing_MECFS-GO/CFS_174/DTI_MD.nii.gz,691734,688356,3d3f8346,file
